"","population","group","tot.mean","nat.mean","obs.mean","start.year","stop.year","ESU"
"1","Coho Salmon (Lower Columbia River ESU) - Big Creek","Lower Columbia River Coho Salmon ESU",55.3031405211074,NA,NA,1995,1999,"Lower Columbia River Coho Salmon ESU"
"2","Coho Salmon (Lower Columbia River ESU) - Clackamas River","Lower Columbia River Coho Salmon ESU",1042.42698129104,680.70481878305,768.297517440531,1995,1999,"Lower Columbia River Coho Salmon ESU"
"3","Coho Salmon (Lower Columbia River ESU) - Clatskanie River","Lower Columbia River Coho Salmon ESU",214.813678096026,NA,NA,1995,1999,"Lower Columbia River Coho Salmon ESU"
"4","Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River","Lower Columbia River Coho Salmon ESU",643.723048119704,NA,NA,1995,1999,"Lower Columbia River Coho Salmon ESU"
"5","Coho Salmon (Lower Columbia River ESU) - Sandy River","Lower Columbia River Coho Salmon ESU",2698.85683516128,NA,NA,1995,1999,"Lower Columbia River Coho Salmon ESU"
"6","Coho Salmon (Lower Columbia River ESU) - Scappoose River","Lower Columbia River Coho Salmon ESU",354.390435675914,NA,NA,1995,1999,"Lower Columbia River Coho Salmon ESU"
"7","Coho Salmon (Lower Columbia River ESU) - Tilton River","Lower Columbia River Coho Salmon ESU",4091.73345955213,1878.68744561953,NA,1995,1999,"Lower Columbia River Coho Salmon ESU"
"8","Coho Salmon (Lower Columbia River ESU) - Upper Cowlitz River","Lower Columbia River Coho Salmon ESU",7469.204362585,3831.4336245652,NA,1995,1999,"Lower Columbia River Coho Salmon ESU"
"9","Coho Salmon (Lower Columbia River ESU) - Washington Upper Gorge tributaries and White Salmon River","Lower Columbia River Coho Salmon ESU",409.501085505573,NA,NA,1995,1999,"Lower Columbia River Coho Salmon ESU"
"10","Coho Salmon (Lower Columbia River ESU) - Youngs Bay","Lower Columbia River Coho Salmon ESU",40.7551227678055,NA,NA,1995,1999,"Lower Columbia River Coho Salmon ESU"
"11","Coho Salmon (Lower Columbia River ESU) - Big Creek","Lower Columbia River Coho Salmon ESU",148.700462841422,NA,NA,2000,2004,"Lower Columbia River Coho Salmon ESU"
